Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2021;;;;;;;;;;;;
Ano de Lançamento;CPB;Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF2;Distribuidora;Máximo de Salas;Público;Renda (R$)
2019;B1900057300000;Caminhos Magnéticos;Edgar Pêra;Ficção;Persona Non Grata Pictures;SP;-;-;Esfera Produções;3;92;1082
2019;B1900511300000;Carcereiros - O Filme;José Eduardo Belmonte;Ficção;Globo Filmes;RJ;-;-;Imagem;546;193717;2629225
2019;B1900017500000;Carta Para Além Dos Muros;André Canto;Documentário;Canto Produções;SP;-;-;Descoloniza Filmes;13;3898;45935
2019;B1800556100000;Chorar De Rir;Toniko Melo;Ficção;Coração Da Selva;SP;Circular O Desejo Filmes/Toniko Melo;SP/-;Warner;239;82715;1250625
2019;B1800515000000;Chuva É Cantoria Na Aldeia Dos Mortos;JoãO Salaviza/RenéE Nader Messora;Ficção;Entre Filmes;MG;Material Bruto;SP;Embaúba Filmes;30;3815;42917
2019;B1900048500000;Cinderela Pop;Bruno Garotti;Ficção;Panorâmica;RJ;-;-;Disney/Vitrine Filmes;465;476786;6435263
2019;B1800441300000;Cine Holliúdy 2 - A Chibata Sideral;Halder Gomes;Ficção;Atc Entretenimentos;CE;Glaz Entretenimento/Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ/RJ;Downtown;121;169970;2479403
2019;B1700435100000;Cine São Paulo;Felipe Tomazelli/Ricardo Martensen;Documentário;Trilha Midia;SP;-;-;Taturana;4;438;3253
2019;B1900179600000;De Peito Aberto;Graziela Mantoanelli;Documentário;Deusdará Filmes;SP;-;-;Pagu Pictures;22;1153;18398
2019;B1900104200000;De Pernas Pro Ar 3;Júlia Rezende;Ficção;Morena Filmes;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;1070;1838586;28475029,3
2019;B1800135100000;Depois Do Fim;Alvaro De Carvalho Neto;Documentário;Milímmetros;RS;-;-;Lança Filmes;2;584;6202
2019;B1800411600000;Deslembro;Flavia Castro;Ficção;Videofilmes;RJ;Flauk Filmes/Globo Filmes/Tacacá Filmes/Xanadu/Canal Brasil/Imovision/Telecine;RJ/RJ/RJ/RJ/RJ/SP/RJ;Imovision;30;16500;250186
2019;B1700490400000;Diante Dos Meus Olhos;André Félix;Documentário;Pique-Bandeira Filmes;ES;André Félix/Clareia Produções/Murilo Sodre De Abreu;-/SP/ES;Pique-Bandeira Filmes;4;157;1379
2019;B1700596400000;Dias Vazios;Robney Bruno De Almeida;Ficção;Flo - Produção De Imagens;GO;-;-;Olhar Distribuição;21;1456;16511
2019;B1900386800000;Divaldo – O Mensageiro Da Paz;Clovis Mello;Ficção;Estação Luz Filmes;CE;Cine;SP;Disney;373;430704;6807617
2019;B1900232700000;Divino Amor;Gabriel Mascaro;Ficção;Desvia;PE;Globo Filmes/Xanadu/Canal Brasil;RJ/RJ/RJ;Vitrine Filmes;41;35781;446201
2019;B1900357900000;Diz A Ela Que Me Viu Chorar;Maíra Bühler;Documentário;Klaxon Cultura Audiovisual;SP;África Filmes/Canal Brasil;SP/RJ;Vitrine Filmes;18;1985;14140
2019;B1800504800000;Diários De Classe;Igor Souza/Maria Carolina Da Silva;Documentário;Lanterninha Produções;BA;-;-;Elo Company;22;1907;16559
2019;B1800502000000;Domingo;Clara Linhart/Fellipe Gamarano Barbosa;Ficção;Globo Filmes;RJ;Gamarosa/República Pureza Filmes/Canal Brasil/Maiomidia Comunicação;RJ/RJ/RJ/RJ;Arthouse;15;2684;33607
2019;B1800115900000;El Hombre Que Cuida;Alejandro Andújar;Ficção;Tempero Filmes;MG;-;-;Esfera Produções;11;491;6906
2019;B1900442300000;Ela Disse, Ele Disse;Cláudia Castro;Ficção;Filmes Do Equador;RJ;Globo Filmes/Rsmts Empreendimentos E Participações;RJ/RJ;Imagem;459;244984;3457573
2019;B1800421800000;Elegia De Um Crime;Cristiano Burlan;Documentário;Bela Filmes;SP;Punta Colorada De Cinema;SP;Vitrine Filmes;12;876;7343
2019;B1800547000000;Eleições;Alice Riff;Documentário;Studio Riff;SP;Paideia Filmes;SP;Olhar Distribuição;14;2675;22088
2019;B1900350700000;Espero Tua (Re)Volta;Eliza Capai;Documentário;Tva2 Produções;RJ;Globo Filmes;RJ;Taturana;8;2834;19738
2019;B1900093600000;Estou Me Guardando Para Quando O Carnaval Chegar;Marcelo Gomes;Documentário;Rec Produtores Associados;PE;Carnaval Filmes/Misti Filmes;PE/SP;Vitrine Filmes;24;10595;82474
2019;B1900448700000;Eu Sinto Muito;Cristiano Vieira;Ficção;Stud10 Filmes;DF;-;-;Elo Company;32;2860;27359
2019;B1900233000000;Eu Sou Brasileiro;Alessandro Barros;Ficção;Globo Cine;SP;Paisagem Filmes;RJ;Elo Company;29;1512;14194
2019;B1900019000000;Eu Sou Mais Eu;Pedro Amorim;Ficção;Damasco Filmes;SP;-;-;Imagem;534;126718;1704761
2019;B1800234700000;Fernando;Igor Angelkorte/Julia Ariani/Paula Vilela;Documentário;Filmes De Bolso;RJ;-;-;Olhar Distribuição;7;351;4420
2019;B1700598000000;Fevereiros;Marcio Debellian;Documentário;Debê Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Arthouse;20;18198;237905
2019;B1900612000000;Filhos Do Pai Eterno;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;5;16;278
2019;B1700541700000;Foro Íntimo;Ricardo Mehedff;Ficção;Vfilmes;MG;Hungry Man;RJ;Embaúba Filmes;7;559;7178
2019;B1800335300000;Frans Krajcberg: Manifesto;Regina Jehá;Documentário;Lauper;SP;-;-;Lauper;8;1715;17690
2019;B1402255700000;Galaxias;Fabiano Maciel;Documentário;República Pureza Filmes;RJ;Canal Brasil/Fogo Cerrado Imagens E Serviços;RJ/DF;Gávea Filmes E Produções;1;47;288
2019;B1900172900000;Greta;Armando Praça;Ficção;Segredo Filmes;CE;Carnaval Filmes/Moçambique Audiovisual;PE/CE;Pandora Filmes;23;8038;101522
2019;B1700571300000;Happy Hour;Eduardo Albergaria;Ficção;Urca Filmes;RJ;Telecine/Imovision;RJ/SP;Imovision;29;3049;47688
2019;B1900398400000;Hebe - A Estrela Do Brasil;Maurício Farias;Ficção;Loma Filmes;SP;Fox Film Do Brasil/Globo Filmes/Xanadu;SP/RJ/RJ;Warner;380;117058;1986774
2019;B1800214000000;Histórias Estranhas;Claudio Ellovitch/Filipe Ferreira/Kapel Furman/Marcos Debrito/Paulo Biscaia Filho/Ricardo Ghiorzi/Rodrigo Brandão/Taísa Ennes Marques;Ficção;Procine;RS;-;-;Elo Company;23;780;7970
2019;B1600660100000;Homem Livre;Alvaro Furloni;Ficção;Segunda-Feira Filmes;RJ;Vatapá Produções;RJ;Olhar Distribuição;13;1411;14378
2019;B1800418000000;Horácio;Mathias Mangin;Ficção;Igloo Filmes;SP;-;-;O2 Play;17;1211;17273
2019;B1800474200000;Humberto Mauro;André Di Mauro;Documentário;Dimauro Filmes;RJ;Canal Brasil;RJ;Dimauro Filmes;4;280;3270,53
2019;B1800362300000;Inezita;Hélio Goldsztejn;Documentário;Tv Cultura;SP;-;-;Cultura;6;873;14982
2019;B1800168300000;Inferninho;Guto Parente/Pedro Diógenes;Ficção;Marrevolto;CE;Grupo Bagaceira De Teatro/Tardo Filmes;CE/CE;Embaúba Filmes;23;3765;40215
2019;B1600625500000;Intruso;Paulo Fontenelle;Ficção;Canal Imaginário;RJ;-;-;Pipa Produções;12;4123;33932
2019;B1900605200000;Jorge, O Padroeiro Guerreiro;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;5;44;741
2019;B1900092000000;Jorginho Guinle - Só Se Vive Uma Vez;Otávio Escobar;Documentário;Prodigital;RJ;-;-;Pandora Filmes;4;966;17397
2019;B1600116700000;Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança;Thiago Mendonça;Ficção;Memória Viva;SP;-;-;Embaúba Filmes;1;238;2344
2019;B1900157600000;Kardec;Wagner De Assis;Ficção;Conspiração Filmes;RJ;-;-;Sony;500;749256;11849901
2019;B1800374500000;La Cama;Mónica Lairana;Ficção;3 Moinhos Produções;RJ;-;-;Livres Filmes;16;2068;28833
2019;B1700028400000;Las Ineses;Pablo Jose Meza;Ficção;Cubo Filmes;RS;-;-;Okna Produções;10;897;10802
2019;B1800491800000;Legalidade;Zeca Brito;Ficção;Prana Filmes;RS;-;-;Boulevard Filmes;37;15993;223306
2019;B1800152800000;Lembro Mais Dos Corvos;Gustavo Vinagre;Documentário;Carneiro Verde Filmes;SP;-;-;Vitrine Filmes;22;1996;12121
2019;B1600677900000;Leste Oeste;Rodrigo Souza Grota;Ficção;Kinopus;PR;-;-;Kinopus;11;366;4729,46
2019;B1900036000000;Liberdade É Uma Grande Palavra;Guillermo Rocamora;Documentário;Primo Filmes;SP;-;-;Elo Company;1;61;587
2019;B1800445500000;Los Silencios;Beatriz Seigner;Ficção;Miríade Filmes;SP;Enquadramento Produções/Canal Brasil;SP/RJ;Vitrine Filmes;24;10076;138401
2019;B1800287700000;Luna;Cris Azzi;Ficção;Delícia Filmes;MG;-;-;Cineart Filmes;14;1018;12400
2019;B1700170200000;Mal Nosso;Samuel Galli;Ficção;Kauzare Filmes;SP;-;-;O2 Play;17;2333;40570
2019;B1800505900000;Marcia Haydée;Daniela Kallmann;Documentário;Indiana Produções;RJ;Buddhi Produções/Globo Filmes;RJ/RJ;Anagrama Filmes;18;1420;23681
2019;B1900075800000;Maria Do Caritó;João Paulo Jabur;Ficção;Eh! Filmes;RJ;Globo Filmes/Xanadu/Arafoto;RJ/RJ/RJ;Imagem;226;40922;639161
2019;B1900363600000;Marés;João Paulo Procópio;Ficção;Pavirada Filmes;DF;-;-;Elo Company;22;660;4632
2019;B1800603500000;Meu Amigo Fela;Joel Zito Araújo;Documentário;Casa De Criação Cinema;RJ;-;-;O2 Play;23;2584;36804
2019;B1700479800000;Meu Mundial;Carlos Morelli;Ficção;Panda Filmes;RS;-;-;Bretz Filmes;14;415;6388
2019;B1800517200000;Meu Nome É Daniel;Daniel Gonçalves;Documentário;Seufilme/Tv Zero Cinema;RJ/RJ;-;-;Olhar Distribuição;21;1429;14589
2019;B1900040000000;Milagre;Mauro Ventura;Documentário;Ivin Films;RJ;-;-;Ivin Films;11;1189;21474
2019;B1700600100000;Minha Fama De Mau;Lui Farias;Ficção;Lmc Latoller;RJ;Globo Filmes/Indiana Produções/Telecine;RJ/RJ/RJ;Downtown;212;110857;1794357
2019;B1900576900000;Minha Mãe É Uma Peça 3;Susana Garcia;Ficção;Migdal Filmes;RJ;Tribeca Produções/Globo Filmes/Telecine;RJ/RJ/RJ;Downtown/Paris;1815;10978012;169895668,13
2019;B1800204300000;Mormaço;Marina Meliande;Ficção;Duas Mariola Filmes;RJ;Enquadramento Produções;SP;Vitrine Filmes;17;2959;35123
2019;B1800405900000;Morto Não Fala;Dennison Ramalho;Ficção;Casa De Cinema De Porto Alegre;RS;Globo Filmes/Canal Brasil/Guel Produtora;RJ/RJ/RJ;Pagu Pictures;80;26574;420760
2019;B1900013000000;Muleque Té Doido! - Mais Doido Ainda;Erlanes Duarte;Ficção;Raça Ruim Filmes;MA;-;-;Raça Ruim Filmes;12;12471;170706
2019;B1900063700000;Mussum, Um Filme Do Cacildis;Susanna Lira;Documentário;Modo Operante Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;29;2388;22916
2019;B1700411300000;Música Para Quando As Luzes Se Apagam;Ismael Caneppele;Documentário;Zeppelin Filmes;RS;Besouro Filmes;RS;Arthouse;1;35;590
2019;B1900354300000;Nada A Perder 2;Alexandre Avancini;Ficção;Record Entretenimento;SP;-;-;Downtown/Paris;1028;6189465;59750402
2019;B1700610400000;Neville D'Almeida - Cronista Da Beleza E Do Caos;Mario Abbade;Documentário;Abbade Entretenimento;RJ;Cavideo Produções/Canal Brasil;RJ/RJ;Fênix Filmes/Tucumán;10;530;6436
2019;B1900307100000;No Coração Do Mundo;Gabriel Martins/Maurilio Martins;Ficção;Filmes De Plástico;MG;Canal Brasil;RJ;Embaúba Filmes;24;430;5460
2019;B1900245100000;Novas Espécies - A Expedição Do Século;Mauricio Dias;Documentário;Grifa Filmes;SP;Filmland Internacional/Globo Filmes;SP/RJ;Elo Company;3;115;2118
2019;B1900212400000;O Amigo Do Rei;André D'Elia;Documentário;Cinedelia Produções Artisticas;SP;-;-;O2 Play;18;1654;18921
2019;B1800029400000;O Amor Dá Trabalho;Ale Mchaddo;Ficção;44 Filmes;SP;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown;111;58691;912492
2019;B1800150600000;O Chalé É Uma Ilha Batida De Vento E Chuva;Letícia Simões;Documentário;Matizar;RJ;-;-;Bretz Filmes;2;333;2701
2019;B1700104400000;O Clube Dos Canibais;Guto Parente;Ficção;Tardo Filmes;CE;-;-;Olhar Distribuição;17;1970;17548
2019;B1900042200000;O Corpo É Nosso!;Theresa Jessouroun;Documentário;Kinofilmes;RJ;Globo Filmes/Afinal Filmes;RJ/RJ;O2 Play;19;1392;14314
2019;B1900164800000;O Filho Do Homem;Alexandre Machafer;Ficção;Fundação Cesgranrio;RJ;-;-;Elo Company;28;1335;13808
2019;B1900019900000;O Galã;Francisco Ramalho Jr.;Ficção;Ramalho Filmes;SP;-;-;H2O Films;26;2128;33887
2019;B1900210500000;O Incerto Lugar Do Desejo;Paula Trabulsi;Documentário;Asas;SP;-;-;Elo Company;2;1038;18979
2019;B1800245900000;O Juízo;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Paris;100;11561;192240
2019;B1800029600000;O Olho E A Faca;Paulo Sacramento;Ficção;Olhos De Cão;SP;Gullane/Tc Filmes;SP/SP;Califórnia;17;1516;21078
2019;B1500851700000;O Verde Está Do Outro Lado;Daniel A. Rubio;Documentário;Lira Filmes;SP;-;-;Lira Filmes;13;537;6467
2019;B1600714000000;O Último Trago;Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Marrevolto;CE;Bananeira Filmes;RJ;Lume Produções Cinematográficas;11;476;5089
2019;B1800235200000;Onde Quer Que Você Esteja;Bel Bechara/Sandro Serpa;Ficção;Macondo Filmes;SP;-;-;Boulevard Filmes;11;514;7186
2019;B1700497900000;Organismo;Jeorge Pereira;Ficção;Inquieta Cinema Cultura E Comunicação;PE;Jeorge Pereira/Sunset Entretenimento;PE/PE;Inquieta Cinema Cultura E Comunicação;13;2112;22418
2019;B1900108800000;Os Jovens Baumann;Bruna Carvalho Almeida;Ficção;Punta Colorada De Cinema;SP;Bruna Carvalho Almeida/Sancho Filmes;SP/SP;Vitrine Filmes;20;1783;12026
2019;B1900487100000;Os Parças 2;Cris D'Amato;Ficção;Formata Produções E Conteúdo;SP;-;-;Paris;551;1312143;18602478,29
2019;B1800321600000;Os Principes;Luiz Rosemberg Filho;Ficção;Cavideo Produções;RJ;Canal Brasil/Acalante Produções/Cafeína Produções;RJ/RJ/RJ;Cavideo Produções;1;133;2320
2019;B1900579700000;Padroeiros Oficiais Do Brasil;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;4;11;223
2019;B1800550200000;Palace Ii - 3 Quartos Com Vista Para O Mar;Gabriel Correa E Castro/Rafael Machado;Documentário;Globo Filmes;RJ;Viralata Produções/Urca Filmes;RJ/RJ;Pagu Pictures;3;290;5744
2019;B1700316600000;Pastor Cláudio;Beth Formaggini;Documentário;4 Ventos Comunicação;RJ;-;-;Arthouse;10;2287;26411
2019;B1900444100000;Paulo De Tarso E A História Do Cristianismo Primitivo;André Marouço;Documentário;Mar Revolto Produções;SP;Estação Luz Filmes;CE;A2 Filmes;15;4254;73525
2019;B1800187200000;Raiva;Sérgio Tréfaut;Ficção;Refinaria Filmes;RJ;-;-;Pandora Filmes;20;2675;34433
2019;B1900507000000;Recife Assombrado - Filme;Adriano Portela;Ficção;Viu Cine;PE;-;-;Elo Company;12;5812;53174
2019;B1900253800000;Relatos Do Front;Renato Martins;Documentário;Jacqueline Filmes;RJ;Globo Filmes/Canal Brasil/Syndrome Films;RJ/RJ/RJ;Arthouse;12;740;10253
2019;B1800556200000;Rindo À Toa;Alê Braga/Álvaro Campos/Cláudio Manoel;Documentário;2 Moleques Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Bretz Filmes;10;63;956
2019;B1800517000000;Rogéria - Senhor Astolfo Barrozo Pinto;Pedro Gui;Documentário;Rodafilmes;RJ;Brisa Filmes;RJ;Pagu Pictures;13;1055;15163
2019;B1900031700000;Sai De Baixo, O Filme;Cris D'Amato;Ficção;Lereby;RJ;Imagem Filmes/Globo Filmes/Amapola Produções Artísticas;SC/RJ/RJ;Imagem;704;469143;6925410
2019;B1900147200000;Santos De Todos Os Gols;Lina Chamie;Documentário;Canal Azul;SP;-;-;Elo Company;23;3519;23578
2019;B1800098700000;Simonal;Leonardo Domingues;Ficção;Pontos De Fuga;RJ;Globo Filmes/Maiomidia Comunicação/Forte Filmes;RJ/RJ/RJ;Downtown;93;65629;1190012
2019;B1900579600000;Sob O Olhar Do Padroeiro;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;4;46;374
2019;B1800514700000;Sobre Rodas;Mauro D'Addio;Ficção;Klaxon Cultura Audiovisual;SP;Hora Mágica Produções Audiovisuais;SP;Klaxon Cultura Audiovisual;17;3284;33057
2019;B1700524600000;Socorro, Virei Uma Garota!;Leandro Neri;Ficção;Camisa Listrada;RJ;Panorama Filmes;RJ;Downtown;116;26212;396912
2019;B1900032000000;Sou Carnaval De São Salvador;Marcio Cavalcante;Documentário;Mandacaru Filmes;BA;-;-;Paris;28;3079;43713
2019;B1800263900000;Sócrates;Alex Moratto;Ficção;Alex Moratto/Quero Filmes;SP/SP;-;-;O2 Play;25;7459;90477
2019;B1900074100000;Teatros No Brasil Castro Alves - O Teatro E O Homem;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;5;22;374
2019;B1900072800000;Teatros No Brasil Claudio Santoro - Memórias Do Maestro E Do Teatro Em Vida;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;4;17;320
2019;B1900121900000;Teatros No Brasil Sudeste Municipal - Enredos Da Jóia Carioca;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;4;19;331
2019;B1900074000000;Teatros No Brasil Teatros Amazonas - O Filho Ouro Da Floresta;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;5;33;482
2019;B1900147000000;Teatros No Brasil Theatro São Pedro - Símbolo De Arte E Resistência;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC;-;-;Imagem;4;16;276
2019;B1800466100000;Temporada;André Novais Oliveira;Ficção;Filmes De Plástico;MG;-;-;Vitrine Filmes;29;7508;57235
2019;B1900029000000;Tito E Os Pássaros;André Catoto/Gabriel Bitar/Gustavo Steinberg;Animação;Bits Filmes;SP;-;-;Elo Company/Europa Filmes;42;15179;167126
2019;B1800504700000;Torre Das Donzelas;Susanna Lira;Documentário;Modo Operante Produções;RJ;Globosat/Canal Brasil;RJ/RJ;Elo Company;18;6424;82949
2019;B1800447400000;Tsé;Fabio Kow;Documentário;Fazendo Filmes;SP;Teleimage;SP;Pagu Pictures;11;914;15775
2019;B1800005800000;Tunga, O Esquecimento Das Paixões;Miguel De Almeida;Documentário;Plateau Produções;SP;Canal Brasil;RJ;Cup Filmes;8;1782;19225
2019;B1900235500000;Turma Da Mônica - Laços;Daniel Rezende;Ficção;Biônica Filmes/Quintal Digital Produções;SP/SP;-;-;Paris;742;2128838;30451164,61
2019;B1800540900000;Tá Rindo De Quê?;Alê Braga/Álvaro Campos/Cláudio Manoel;Documentário;2 Moleques Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Bretz Filmes;9;1475;23736
2019;B1800262100000;Ultraje;Marc Dourdin;Documentário;Mamute Filmes;SP;Canal Brasil;RJ;Elo Company;26;674;6026
2019;B1800552500000;Um Dia Para Susana;Giovanna Giovanini/Rodrigo Boecker;Documentário;Clubsoda Filmes;RJ;-;-;Vitrine Filmes;3;204;2097
2019;B1900177100000;Uma;Palackapillil Jose Antony (Ananda Jyothi);Documentário;Vishva Vidya;RJ;-;-;Espaço Filmes;20;9114;168870,46
2019;B1800206400000;Uma Noite Não É Nada;Alain Fresnot;Ficção;A.F. Cinema;SP;-;-;Imovision;12;165;2042
2019;B1800215300000;Uma Viagem Inesperada;Juan José Jusid;Ficção;Boulevard Filmes;SP;-;-;Boulevard Filmes;19;1075;14837
2019;B1900387800000;Uruguai - Na Vanguarda;Marco Antonio Pereira;Documentário;Urbano Filmes;RJ;-;-;Urbano Filmes;2;464;6364
2019;B1900401700000;Vai Que Cola 2 - O Começo;César Rodrigues;Ficção;Conspiração Filmes;RJ;A Fábrica/Globo Filmes;RJ/RJ;H2O Films;697;803483;11894966
2019;B1700600300000;Vergel;Kris Niklison;Ficção;Casadasartes Films;SP;-;-;Arthouse;9;479;5974
2019;B1800458600000;Vermelho Sol;Benjamín Naishtat;Ficção;Desvia;PE;-;-;Vitrine Filmes;24;6381;53499
2020;B1900448200000;Aos Olhos De Ernesto;Ana Luiza Azevedo;Ficção;Casa De Cinema De Porto Alegre;RS; -; -;Elo Company;5;334;6589,79
2020;B1900613700000;Partida;Caco Ciocler;Documentário;Cisma Produções/Schfiguer;SP/SP; -; -;Pandora Filmes;1;27;273,4
2020;B2000040200000;Solteira Quase Surtando;Caco Souza;Ficção;Red Line Filmes;RJ;Ártemis Produções Audiovisuais/Los Angeles Brazilian Film Festival/Luiz Carlos Pereira De Souza/Santa Fé Filmes/Rodolfo Manuel Sanchez/Naymardora Equipamentos Cinematográficos/Lm Producoes Artisticas;RJ/BA/-/RJ/-/RJ/RJ;Anagrama Filmes;339;20499;332072,82
2020;B1900577700000;Fico Te Devendo Uma Carta Sobre O Brasil;Carol Benjamin;Documentário;Daza Filmes;RJ;Videofilmes | Muiraquitã Filmes |Canal Brasil;RJ/SP/RJ;Bretz Filmes;6;156;2834
2020;B1900468100000;Verlust;Esmir Filho;Ficção;Casa De Cinema De Porto Alegre;RS;Saliva Shots/Globo Filmes/Canal Brasil/Maiomidia Comunicação;SP/RJ/RJ/RJ;Elo Company;5;191;2682,71
2020;B1900597200000;Sertânia;Geraldo Sarno;Ficção;Cariri Filmes;CE; -; -;Bretz Filmes;5;115;1818,5
2020;B2000066500000;Fim De Festa;Hilton Lacerda;Ficção;Rec Produtores Associados;PE;Carnaval Filmes;PE;Imovision;24;5582;74238,16
2020;B1900447800000;M8;Jeferson De;Ficção;Migdal Filmes;RJ; -; -;Paris;103;8794;161971,75
2020;B1900618000000;Macabro;Marcos Prado;Ficção;Zazen Produções;RJ;Globo Filmes/Querosene Filmes/Xanadu;RJ/SP/RJ;Pandora Filmes;3;85;1284,55
2020;B1900583200000;Cidade Pássaro;Matias Mariani;Ficção;Primo Filmes;SP;Matias Bracher Mariani | Tabuleiro Filmes; - / SP;Vitrine Filmes;7;212;3390,33
2020;B1900098100000;O Pergaminho Vermelho;Nelson Botter Jr.;Animação;Tortuga Studios;SP; -; -;Vitrine Filmes;4;27;513,33
2020;B1900098600000;Os Under-Undergrounds, O Começo;Nelson Botter Jr.;Animação;Tortuga Studios;SP; -; -;Vitrine Filmes;1;56;456
2020;B1900595100000;Blitz, O Filme;Paulo Fontenelle;Documentário;Viralata Produções;RJ; -; -;Viralata Filmes;3;402;6077,63
2020;B1900409100000;Carlinhos E Carlão;Pedro Amorim;Ficção;Migdal Filmes;RJ;Fox Film Do Brasil/Telecine;RJ/RJ;Downtown;1;97;1225
2020;B1900262200000;Adoniran, Meu Nome É João Rubinato;Pedro Serrano;Documentário;Latina Estudio;SP;Canal Brasil;RJ;Pandora Filmes;17;6640;98924,97
2020;B1800440700000;O Barco;Petrus Cariry;Ficção;Iluminura Filmes;CE; -; -;Sereia Filmes;9;1081;14165,56
2020;B1900439300000;Terapia Do Medo;Roberto Moreira;Ficção;Coração Da Selva;SP;Globo Filmes/Rg Entretenimento/Maiomidia Comunicação/Telecine;RJ/SP/RJ/RJ;Downtown;2;421;3808
2020;B2000034100000;No Gogó Do Paulinho;Roberto Santucci;Ficção;Camisa Listrada/Panorama Filmes;RJ/RJ;Telecine;RJ;Downtown;1;109;1435
2020;B1900300800000;Bento;Robney Bruno;Ficção;Crisge Filmes;GO;F64 Filmes/Mandra Filmes;GO/GO;Elo Company;1;11;102
2020;B1900235800000;Os Sonâmbulos;Thiago Mata Machado;Ficção;Katásia Filmes;MG;88 Art Cinema;MG;Embaúba Filmes;2;34;603,07
2020;B1900468300000;Cabras Da Peste;Vitor Brandt;Ficção;Atc Entretenimentos;CE;Glaz Entretenimento;RJ;Paris;2;122;1267
2020;B1900058700000;2;Marcelo Presotto;Ficção;Centoeonze Filmes;SP; -; -;Elo Company;3;46;787,54
2020;B1800494000000;Beiço De Estrada;Eliézer Rolim;Ficção;Cyclopea Produções;PB; -; -;Livres Filmes;1;21;186
2020;B1800279000000;Jovens Polacas;Alex Levy Heller;Ficção;Afinal Filmes;RJ; -; -;Pipa Produções;32;2494;37674,13
2020;B1900397300000;Mulher Oceano;Djin Sganzerla;Ficção;Mercúrio Produções;SP; -; -;Elo Company;9;170;2574,7
2020;B2000163800000;Os Espetaculares;André Pellenz;Ficção;Fraiha Produções;RJ; -; -;Califórnia;2;296;5102,32
2020;B1900209700000;Pacarrete;Allan Deberton;Ficção;Deberton Entretenimento;CE; -; -;Vitrine Filmes;28;3944;57718,5
2020;B1900331600000;Se Arrependimento Matasse;Lília Moema Santana;Ficção;Cabeça De Cuia Filmes;CE; -; -;Deberton Entretenimento;1;131;1649,5
2020;B1900269000000;Sem Descanso;Bernard Attal;Documentário;Santa Luzia Filmes;BA; -; -;Livres Filmes;16;304;5060,22
2020;B1900525000000;Uma Garota Chamada Marina;Candé Salles;Documentário;Espiral;RJ; -; -;Espiral;7;672;11671,13
2020;B2000325100000;Dentro Da Minha Pele;Toni Venturi/Val Gomes;Documentário;Olhar Imaginário;SP; -; -;O2 Play;1;6;81,48
2020;B1800466200000;Guerra De Algodão;Cláudio Marques/Marilia Hughes Guerreiro;Ficção;Coisa De Cinema;BA; -; -;Vitrine Filmes;4;141;2532,96
2020;B1800019400000;Sobradinho;Cláudio Marques/Marilia Hughes Guerreiro;Documentário;Coisa De Cinema;BA; -; -;Coisa De Cinema;1;17;366,43
2020;B1900035900000;Soldado Estrangeiro;José Joffily/Pedro Rossi;Documentário;Coevo Filmes;RJ; -; -;Bretz Filmes;10;230;3656,03
2020;B2000202000000;A Verdade Da Mentira;Maria Carolina Telles;Documentário;Elo Company;SP; -; -;Elo Company;1;6;66
2020;B1900180000000;Boca De Ouro;Daniel Filho;Ficção;Lereby;RJ;Globo Filmes;RJ;Elo Company;20;1022;17119,7
2020;B1900090000000;Disforia;Lucas Cassales;Ficção;Sofá Verde Filmes;RS;Epifania Filmes;RS;Lança Filmes;19;375;5119,14
2020;B1900487000000;Família De Axé;Tetê Moraes;Documentário;Vemver Brasil;RJ;Canal Brasil;RJ;Riofilme/Vemver Brasil;6;97;1690,72
2020;B1900262500000;Inaudito;Gregório Gananian;Documentário;Dgt Filmes/Zaum Cinema E Laboratório De Criação;SP/SP; -; -;Embaúba Filmes;6;293;2576,5
2020;B1800553200000;New Life S.A.;André Carvalheira;Ficção;Machado Filmes;DF;400 Filmes;DF;Pandora Filmes;1;2;10
